Special Number,Month,Season,Total Weight,Recycle,Non-Recycle,Blue Net,Latitude,Longitude,Orientation,WindDirection,WindSpeed,Sediment,WidthLength,Coastline cleaned,Road Network,Tourist Business,Region
12264,9,Fall,0,0,0,0,38.88,24.575167,South,SE,4.0,Mixed,1,1,0,0,121. ΣΚΥΡΟΣ 
12265,9,Fall,0,0,0,0,38.878833,24.572167,South,SE,4.0,Mixed,1,1,0,0,121. ΣΚΥΡΟΣ 
12266,9,Fall,0,0,0,0,38.878778,24.571917,South,SE,4.0,Mixed,1,1,0,0,121. ΣΚΥΡΟΣ 
12267,9,Fall,0,0,0,0,38.8785,24.571361,South,SE,4.0,Mixed,1,1,0,0,121. ΣΚΥΡΟΣ 
12269,9,Fall,72,0,72,0,38.872944,24.571389,North,NW,5.0,Pebbles,279,39,0,0,121. ΣΚΥΡΟΣ 
12270,9,Fall,867,277,270,320,38.869222,24.583472,East,NW,5.0,Mixed,5634,209,0,0,121. ΣΚΥΡΟΣ 
12271,8,Summer,0,0,0,0,38.55,25.527444,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12272,8,Summer,0,0,0,0,38.549722,25.52725,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12273,8,Summer,0,0,0,0,38.549417,25.527,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12274,8,Summer,0,0,0,0,38.540722,25.520361,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12275,8,Summer,0,0,0,0,38.544111,25.523194,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12276,8,Summer,0,0,0,0,38.543167,25.522056,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12277,8,Summer,0,0,0,0,38.538194,25.522444,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12278,8,Summer,0,0,0,0,38.537667,25.522167,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12279,8,Summer,0,0,0,0,38.535083,25.523472,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12280,8,Summer,0,0,0,0,38.534167,25.52425,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12281,8,Summer,0,0,0,0,38.530528,25.51925,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12282,8,Summer,115,20,95,0,38.532111,25.522722,South,NE,4.0,Mixed,755,107,0,0,122. ΨΑΡΑ
12283,8,Summer,0,0,0,0,38.531611,25.518722,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12284,8,Summer,0,0,0,0,38.531667,25.514083,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12285,8,Summer,0,0,0,0,38.530833,25.512778,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12286,8,Summer,0,0,0,0,38.531583,25.515111,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12287,8,Summer,0,0,0,0,38.526972,25.519444,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12288,8,Summer,0,0,0,0,38.526139,25.520083,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12289,8,Summer,0,0,0,0,38.531667,25.508611,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12290,8,Summer,0,0,0,0,38.531333,25.502056,South,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12291,8,Summer,0,0,0,0,38.532556,25.499889,East,NE,4.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12292,8,Summer,202,0,33,169,38.524278,25.523056,South,NE,6.0,Pebbles,269,50,0,0,122. ΨΑΡΑ
12294,8,Summer,0,0,0,0,38.527583,25.518722,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12295,8,Summer,0,0,0,0,38.539083,25.561667,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12296,8,Summer,0,0,0,0,38.542333,25.559639,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12297,8,Summer,0,0,0,0,38.550944,25.560944,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12298,8,Summer,0,0,0,0,38.551528,25.561917,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12299,8,Summer,0,0,0,0,38.55175,25.562278,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12300,8,Summer,0,0,0,0,38.552111,25.562333,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12301,8,Summer,0,0,0,0,38.554389,25.563278,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12302,8,Summer,0,0,0,0,38.556222,25.564417,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12303,8,Summer,0,0,0,0,38.557083,25.565194,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12304,8,Summer,0,0,0,0,38.555944,25.564167,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12305,8,Summer,0,0,0,0,38.5585,25.566028,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12306,8,Summer,0,0,0,0,38.55925,25.566361,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12307,8,Summer,0,0,0,0,38.563639,25.565861,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12308,8,Summer,0,0,0,0,38.560167,25.566611,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12309,8,Summer,0,0,0,0,38.561056,25.566639,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12310,8,Summer,0,0,0,0,38.565028,25.563889,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12311,8,Summer,0,0,0,0,38.568528,25.556222,West,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12312,8,Summer,0,0,0,0,38.533917,25.56475,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12313,8,Summer,0,0,0,0,38.537583,25.609833,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12314,8,Summer,0,0,0,0,38.535222,25.564833,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12315,8,Summer,0,0,0,0,38.534778,25.6065,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12316,8,Summer,0,0,0,0,38.537,25.564528,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12317,8,Summer,0,0,0,0,38.538333,25.565,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12318,8,Summer,0,0,0,0,38.541056,25.5645,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12319,8,Summer,0,0,0,0,38.533778,25.605583,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12320,8,Summer,0,0,0,0,38.535083,25.584028,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12321,8,Summer,0,0,0,0,38.535778,25.5945,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12322,8,Summer,0,0,0,0,38.543806,25.567944,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12323,8,Summer,0,0,0,0,38.543944,25.568028,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12324,8,Summer,0,0,0,0,38.536111,25.59,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12325,8,Summer,0,0,0,0,38.542889,25.573861,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12326,8,Summer,0,0,0,0,38.54325,25.573444,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12327,8,Summer,0,0,0,0,38.544,25.573028,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12328,8,Summer,0,0,0,0,38.541111,25.574889,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12329,8,Summer,0,0,0,0,38.534944,25.609222,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12330,8,Summer,0,0,0,0,38.535306,25.6095,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12331,8,Summer,0,0,0,0,38.535639,25.609778,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12332,8,Summer,0,0,0,0,38.536389,25.610139,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12333,8,Summer,0,0,0,0,38.53675,25.610361,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12334,8,Summer,0,0,0,0,38.537083,25.610333,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12335,8,Summer,0,0,0,0,38.53725,25.61025,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12336,8,Summer,0,0,0,0,38.539,25.610194,South,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12337,8,Summer,0,0,0,0,38.540306,25.610333,East,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12338,8,Summer,0,0,0,0,38.541639,25.610111,East,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12339,8,Summer,0,0,0,0,38.544333,25.611,East,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12340,8,Summer,0,0,0,0,38.545111,25.611639,East,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12341,8,Summer,0,0,0,0,38.545389,25.612167,East,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12342,8,Summer,119,27,57,35,38.546278,25.610583,East,NE,6.0,Mixed,2317,190,0,0,122. ΨΑΡΑ
12343,8,Summer,0,0,0,0,38.547056,25.610361,East,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12344,8,Summer,0,0,0,0,38.548056,25.609917,East,NE,6.0,Mixed,1,1,0,0,122. ΨΑΡΑ
12345,8,Summer,0,0,0,0,39.167444,23.959167,South,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12346,8,Summer,0,0,0,0,39.171611,23.966778,South,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12347,8,Summer,0,0,0,0,39.171972,23.968917,South,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12350,8,Summer,0,0,0,0,39.170167,23.969694,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12351,8,Summer,0,0,0,0,39.168444,23.983222,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12352,8,Summer,0,0,0,0,39.188917,23.962056,North,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12353,8,Summer,0,0,0,0,39.190806,23.966639,North,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12354,8,Summer,0,0,0,0,39.194167,23.977972,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12355,8,Summer,0,0,0,0,39.19725,23.978972,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12356,8,Summer,0,0,0,0,39.201056,23.976167,South,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12357,8,Summer,0,0,0,0,39.200111,23.973667,South,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12358,8,Summer,0,0,0,0,39.201167,23.973806,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12359,8,Summer,0,0,0,0,39.205972,23.971278,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12360,9,Fall,0,0,0,0,39.169889,23.982361,East,NE,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12361,9,Fall,0,0,0,0,39.170556,23.981694,East,NE,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12362,9,Fall,0,0,0,0,39.194639,23.983361,South,NE,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12363,8,Summer,0,0,0,0,39.176944,23.91775,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12364,8,Summer,0,0,0,0,39.177278,23.920361,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12365,8,Summer,0,0,0,0,39.183444,23.923222,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12366,8,Summer,53,17,36,0,39.186083,23.924306,East,N,2.0,Mixed,148,20,0,0,34. ΑΛΟΝΝΗΣΟΣ
12367,8,Summer,0,0,0,0,39.197472,23.927694,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12368,8,Summer,0,0,0,0,39.197833,23.928194,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12369,8,Summer,0,0,0,0,39.200361,23.929556,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12370,8,Summer,0,0,0,0,39.202861,23.93,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12371,8,Summer,0,0,0,0,39.203611,23.930417,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12372,8,Summer,0,0,0,0,39.205972,23.971278,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12373,8,Summer,0,0,0,0,39.21325,23.939139,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12374,8,Summer,0,0,0,0,39.214639,23.94,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12375,8,Summer,0,0,0,0,39.227639,23.950139,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12376,8,Summer,0,0,0,0,39.228167,23.950639,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12377,8,Summer,0,0,0,0,39.230361,23.952444,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12378,8,Summer,0,0,0,0,39.231583,23.952917,West,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12379,8,Summer,0,0,0,0,39.166194,23.901167,North,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12380,8,Summer,0,0,0,0,39.165056,23.904472,East,N,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12381,8,Summer,0,0,0,0,39.163806,23.906278,East,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12382,8,Summer,0,0,0,0,39.164139,23.90525,South,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12383,8,Summer,0,0,0,0,39.162639,23.899056,South,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12384,8,Summer,0,0,0,0,39.162167,23.886306,South,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12385,8,Summer,0,0,0,0,39.156722,23.879083,East,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12386,8,Summer,0,0,0,0,39.152417,23.879333,East,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12387,8,Summer,0,0,0,0,39.151861,23.880694,East,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12388,8,Summer,0,0,0,0,39.1515,23.880806,East,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12389,8,Summer,0,0,0,0,39.135417,23.85725,South,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12390,8,Summer,0,0,0,0,39.135778,23.848667,West,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12391,8,Summer,0,0,0,0,39.137083,23.847611,West,NE,6.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12392,8,Summer,0,0,0,0,39.168083,23.862667,North,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12393,8,Summer,47,0,21,26,39.171639,23.874889,North,Calm,0.0,Mixed,369,42,0,0,34. ΑΛΟΝΝΗΣΟΣ
12394,8,Summer,0,0,0,0,39.178556,23.879667,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12395,8,Summer,0,0,0,0,39.180028,23.879667,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12396,8,Summer,0,0,0,0,39.182056,23.877722,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12397,8,Summer,0,0,0,0,39.182278,23.876972,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12398,8,Summer,0,0,0,0,39.205806,23.878139,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12399,8,Summer,0,0,0,0,39.213472,23.883472,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12400,8,Summer,0,0,0,0,39.21475,23.884556,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12401,8,Summer,0,0,0,0,39.228028,23.906083,North,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12402,8,Summer,0,0,0,0,39.231944,23.9125,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12403,8,Summer,0,0,0,0,39.234556,23.914833,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12404,8,Summer,0,0,0,0,39.236694,23.915472,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12405,8,Summer,210,94,116,0,39.161361,23.8535,West,Calm,0.0,Mixed,236,19,0,0,34. ΑΛΟΝΝΗΣΟΣ
12406,9,Fall,0,0,0,0,39.234944,23.956556,East,NW,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12407,9,Fall,0,0,0,0,39.249111,23.970556,East,NW,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12408,9,Fall,26,9,17,0,39.253639,23.97225,East,NW,2.0,Mixed,315,14,0,0,34. ΑΛΟΝΝΗΣΟΣ
12409,9,Fall,140,80,60,0,39.266583,23.97675,North,NW,2.0,Mixed,26,5,0,0,34. ΑΛΟΝΝΗΣΟΣ
12410,9,Fall,0,0,0,0,39.273444,23.956889,East,NW,2.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12411,9,Fall,0,0,0,0,39.237556,23.915611,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12412,9,Fall,0,0,0,0,39.237306,23.915556,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12413,9,Fall,0,0,0,0,39.237306,23.915556,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12414,9,Fall,76,53,23,0,39.203722,23.873667,North,Calm,0.0,Pebbles,78,10,0,0,34. ΑΛΟΝΝΗΣΟΣ
12415,9,Fall,0,0,0,0,39.32425,24.056361,South,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12416,9,Fall,0,0,0,0,39.32425,24.042944,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12417,9,Fall,0,0,0,0,39.324528,24.043111,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12418,9,Fall,99,74,25,0,39.329417,24.046333,West,Calm,0.0,Pebbles,189,12,0,0,34. ΑΛΟΝΝΗΣΟΣ
12419,9,Fall,0,0,0,0,39.359028,24.077056,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12420,9,Fall,0,0,0,0,39.358833,24.076806,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12421,9,Fall,0,0,0,0,39.350083,24.070278,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12422,9,Fall,0,0,0,0,39.349028,24.069,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12423,9,Fall,0,0,0,0,39.344528,24.064611,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12424,9,Fall,0,0,0,0,39.344417,24.064389,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12425,9,Fall,0,0,0,0,39.344278,24.06425,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12426,9,Fall,0,0,0,0,39.344889,24.070167,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12427,9,Fall,0,0,0,0,39.345333,24.069917,West,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12428,9,Fall,0,0,0,0,39.342639,24.076472,East,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12429,9,Fall,0,0,0,0,39.3425,24.078833,North,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12430,9,Fall,18,0,18,0,39.34975,24.084,North,Calm,0.0,Mixed,15,5,0,0,34. ΑΛΟΝΝΗΣΟΣ
12431,9,Fall,143,54,50,39,39.3455,24.089944,East,Calm,0.0,Mixed,31,12,0,0,34. ΑΛΟΝΝΗΣΟΣ
12432,9,Fall,0,0,0,0,39.326611,24.093528,South,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12433,9,Fall,0,0,0,0,39.300833,24.079278,South,Calm,0.0,Mixed,1,1,0,0,34. ΑΛΟΝΝΗΣΟΣ
12434,9,Fall,0,0,0,0,38.488917,26.27975,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12435,9,Fall,0,0,0,0,38.489139,26.280361,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12436,9,Fall,0,0,0,0,38.48825,26.284306,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12437,9,Fall,220,16,88,116,38.488333,26.285722,South,N,5.0,Pebbles,376,55,0,0,123. ΟΙΝΟΥΣΣΕΣ
12438,9,Fall,0,0,0,0,38.487694,26.286611,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12439,9,Fall,0,0,0,0,38.490528,26.28325,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12440,9,Fall,0,0,0,0,38.4905,26.283583,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12441,9,Fall,0,0,0,0,38.491083,26.285028,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12442,9,Fall,0,0,0,0,38.491917,26.288444,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12443,9,Fall,0,0,0,0,38.490417,26.2895,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12444,9,Fall,0,0,0,0,38.486861,26.289639,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12445,9,Fall,0,0,0,0,38.495778,26.26225,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12446,9,Fall,0,0,0,0,38.49575,26.262583,South,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12447,9,Fall,0,0,0,0,38.496,26.266889,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12448,9,Fall,0,0,0,0,38.500278,26.266694,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12449,9,Fall,0,0,0,0,38.50125,26.267083,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12450,9,Fall,0,0,0,0,38.501694,26.267556,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12451,9,Fall,0,0,0,0,38.501778,26.267667,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12452,9,Fall,0,0,0,0,38.502472,26.268861,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12453,9,Fall,127,28,79,20,38.503,26.267944,West,N,5.0,Mixed,507,77,0,0,123. ΟΙΝΟΥΣΣΕΣ
12454,9,Fall,0,0,0,0,38.502028,26.266583,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12455,9,Fall,0,0,0,0,38.501528,26.265667,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12456,9,Fall,0,0,0,0,38.501361,26.26525,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12457,9,Fall,0,0,0,0,38.501306,26.265056,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12458,9,Fall,0,0,0,0,38.501222,26.264778,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12459,9,Fall,0,0,0,0,38.498694,26.266417,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12460,9,Fall,61,0,61,0,38.503778,26.268778,North,N,5.0,Mixed,357,68,0,0,123. ΟΙΝΟΥΣΣΕΣ
12461,9,Fall,0,0,0,0,38.499944,26.263417,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12462,9,Fall,0,0,0,0,38.50675,26.261972,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12463,9,Fall,0,0,0,0,38.498639,26.260833,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12464,9,Fall,103,51,52,0,38.507806,26.262694,East,N,5.0,Mixed,1187,95,0,0,123. ΟΙΝΟΥΣΣΕΣ
12465,9,Fall,0,0,0,0,38.508306,26.262333,East,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12466,9,Fall,0,0,0,0,38.508389,26.261861,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12467,9,Fall,0,0,0,0,38.50825,26.2615,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12468,9,Fall,0,0,0,0,38.506417,26.272083,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12469,9,Fall,0,0,0,0,38.506778,26.272306,West,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12470,9,Fall,0,0,0,0,38.50725,26.27475,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
12471,9,Fall,0,0,0,0,38.506667,26.275639,North,N,5.0,Mixed,1,1,0,0,123. ΟΙΝΟΥΣΣΕΣ
