Days of Operations,Special Number,Date,Beaches,Name of Beach,Total Weight,Recycle,Non-Recycle,Blue Net,Coordinates,Orientation,Sediment,WidthLength,Coastline of Clean Beach,Coastline cleaned,Finds/Comments,Beaches complete,Beaches check clean,Road Network,Tourist Business,source_file,source_row,Region,site_id,Month,Season,Latitude,Longitude,WindDirection,WindSpeed
574,10667.0,2024-11-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 168,,121.0,23.0,52.0,46.0," 40°21'36.8""N 24°06'22.7""E",North,Sand,905.0,,100.0,,1.0,0.0,0,0,Typhoon2,5472,ΧΑΛΚΙΔΙΚΗ,10667,11,Fall,40.360222,24.106306,S,2.0
,10668.0,2024-11-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 169 (1),,1177.0,1053.0,68.0,56.0,"40°21'41.2""N 24°05'53.5""E",North,Sand,,,460.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5473,ΧΑΛΚΙΔΙΚΗ,10668,11,Fall,40.361444,24.098194,S,2.0
,10669.0,2024-11-18,ΆΘΩΣ ΠΑΡΑΛΊΑ 170,,0.0,0.0,0.0,0.0,"40°21'46.7""N 24°05'48.1""E",North,Sand,,12.0,,,0.0,1.0,0,0,Typhoon2,5474,ΧΑΛΚΙΔΙΚΗ,10669,11,Fall,40.362972,24.096694,S,2.0
575,10668.0,2024-11-19,ΆΘΩΣ ΠΑΡΑΛΊΑ 169 (2),,587.0,192.0,312.0,83.0,"40°21'41.2""N 24°05'53.5""E",North,Sand,,,460.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5475,ΧΑΛΚΙΔΙΚΗ,10668,11,Fall,40.361444,24.098194,N,1.0
576,10667.0,2024-11-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 169 (3),,678.0,0.0,537.0,141.0,"40°21'41.2""N 24°05'53.5""E",North,Sand,,,460.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5476,ΧΑΛΚΙΔΙΚΗ,10667,11,Fall,40.361444,24.098194,N,1.0
,2475.0,2024-11-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 171,,156.0,98.0,58.0,0.0,"40°21'50.2""N 24°05'06.9""E",North,Sand,3081.0,,130.0,,1.0,0.0,0,0,Typhoon2,5477,ΧΑΛΚΙΔΙΚΗ,2475,11,Fall,40.363944,24.08525,N,1.0
,2469.0,2024-11-20,ΆΘΩΣ ΠΑΡΑΛΊΑ 172 (1),,67.0,5.0,62.0,0.0,"40°21'49.9""N 24°05'35.8""E",North,Sand,,,130.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5478,ΧΑΛΚΙΔΙΚΗ,2469,11,Fall,40.363861,24.093278,N,1.0
578,10668.0,2024-11-22,ΆΘΩΣ ΠΑΡΑΛΊΑ 169 (4),,438.0,21.0,248.0,169.0,"40°21'41.2""N 24°05'53.5""E",North,Sand,,,460.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5479,ΧΑΛΚΙΔΙΚΗ,10668,11,Fall,40.361444,24.098194,S,4.5
,2469.0,2024-11-22,ΆΘΩΣ ΠΑΡΑΛΊΑ 172 (2),,79.0,4.0,43.0,32.0,"40°21'49.9""N 24°05'35.8""E",North,Sand,3943.0,,130.0,,1.0,0.0,0,0,Typhoon2,5480,ΧΑΛΚΙΔΙΚΗ,2469,11,Fall,40.363861,24.093278,S,4.5
,10672.0,2024-11-22,ΆΘΩΣ ΠΑΡΑΛΊΑ 173,,0.0,0.0,0.0,0.0,"40°21'55.0""N 24°04'39.8""E",North,Sand,,31.0,,,0.0,1.0,0,0,Typhoon2,5481,ΧΑΛΚΙΔΙΚΗ,10672,11,Fall,40.365278,24.077722,S,4.5
,10673.0,2024-11-22,ΆΘΩΣ ΠΑΡΑΛΊΑ 174,,0.0,0.0,0.0,0.0,"40°21'52.6""N 24°04'37.8""E",North,Sand,,43.0,,,0.0,1.0,0,0,Typhoon2,5482,ΧΑΛΚΙΔΙΚΗ,10673,11,Fall,40.364611,24.077167,S,4.5
,2476.0,2024-11-22,ΆΘΩΣ ΠΑΡΑΛΊΑ 175,,171.0,19.0,96.0,56.0,"40°21'51.6""N 24°04'30.6""E",North,Sand,5823.0,,300.0,,1.0,0.0,0,0,Typhoon2,5483,ΧΑΛΚΙΔΙΚΗ,2476,11,Fall,40.364333,24.075167,S,4.5
579,10675.0,2024-11-23,ΆΘΩΣ ΠΑΡΑΛΊΑ 176,,92.0,16.0,59.0,17.0,"40°29'50.6""N 23°49'23.1""E",North,Pebbles,222.0,,30.0,,1.0,0.0,0,0,Typhoon2,5484,ΧΑΛΚΙΔΙΚΗ,10675,11,Fall,40.497389,23.823083,W,7.5
,10676.0,2024-11-23,ΆΘΩΣ ΠΑΡΑΛΊΑ 177,,0.0,0.0,0.0,0.0,"40°30'08.9""N 23°49'21.0""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,81.0,,,0.0,1.0,0,0,Typhoon2,5485,ΧΑΛΚΙΔΙΚΗ,10676,11,Fall,40.502472,23.8225,W,7.5
,10677.0,2024-11-23,ΆΘΩΣ ΠΑΡΑΛΊΑ 178,,154.0,12.0,142.0,0.0,"40°30'14.1""N 23°49'21.5""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,3300.0,,180.0,,1.0,0.0,0,0,Typhoon2,5486,ΧΑΛΚΙΔΙΚΗ,10677,11,Fall,40.503917,23.822639,W,7.5
,10678.0,2024-11-23,ΆΘΩΣ ΠΑΡΑΛΊΑ 179,,0.0,0.0,0.0,0.0,"40°30'18.5""N 23°49'21.9""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,90.0,,,0.0,1.0,0,0,Typhoon2,5487,ΧΑΛΚΙΔΙΚΗ,10678,11,Fall,40.505139,23.82275,W,7.5
580,10679.0,2024-11-24,ΆΘΩΣ ΠΑΡΑΛΊΑ 5 (2),,59.0,20.0,20.0,19.0,"40°19'19.8""N 24°11'29.4""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,127.0,,19.0,,1.0,0.0,0,0,Typhoon2,5488,ΧΑΛΚΙΔΙΚΗ,10679,11,Fall,40.322167,24.1915,SW,2.5
,2430.0,2024-11-24,ΆΘΩΣ ΠΑΡΑΛΊΑ 180,,228.0,67.0,85.0,76.0,"40°20'15.4""N 24°11'25.0""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,2360.0,,90.0,,1.0,0.0,0,0,Typhoon2,5489,ΧΑΛΚΙΔΙΚΗ,2430,11,Fall,40.337611,24.190278,SW,2.5
,10681.0,2024-11-24,ΆΘΩΣ ΠΑΡΑΛΊΑ 181 (1),,573.0,230.0,54.0,289.0,"40°19'40.1""N 24°11'16.1""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,,320.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5490,ΧΑΛΚΙΔΙΚΗ,10681,11,Fall,40.327806,24.187806,SW,2.5
,10682.0,2024-11-24,ΆΘΩΣ ΠΑΡΑΛΊΑ 182,,0.0,0.0,0.0,0.0,"40°19'46.4""N 24°11'18.3""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,95.0,,,0.0,1.0,0,0,Typhoon2,5491,ΧΑΛΚΙΔΙΚΗ,10682,11,Fall,40.329556,24.188417,SW,2.5
581,10683.0,2024-11-25,ΆΘΩΣ ΠΑΡΑΛΊΑ 181 (2),,504.0,37.0,201.0,266.0,"40°19'40.1""N 24°11'16.1""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,,320.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5492,ΧΑΛΚΙΔΙΚΗ,10683,11,Fall,40.327806,24.187806,SW,2.5
,10684.0,2024-11-25,ΆΘΩΣ ΠΑΡΑΛΊΑ 183,,262.0,117.0,88.0,57.0,"40°19'26.0""N 24°11'22.9""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,869.0,,90.0,,1.0,0.0,0,0,Typhoon2,5493,ΧΑΛΚΙΔΙΚΗ,10684,11,Fall,40.323889,24.189694,SW,2.5
582,10685.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 181 (3),,671.0,336.0,291.0,44.0,"40°19'40.1""N 24°11'16.1""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,4300.0,,320.0,,1.0,0.0,0,0,Typhoon2,5494,ΧΑΛΚΙΔΙΚΗ,10685,11,Fall,40.327806,24.187806,SW,2.5
,10686.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 184,,0.0,0.0,0.0,0.0,"40°19'07.4""N 24°13'01.6""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,60.0,,,0.0,1.0,0,0,Typhoon2,5495,ΧΑΛΚΙΔΙΚΗ,10686,11,Fall,40.318722,24.217111,SW,2.5
,10687.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 185,,0.0,0.0,0.0,0.0,"40°18'58.8""N 24°12'49.1""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,15.0,,,0.0,1.0,0,0,Typhoon2,5496,ΧΑΛΚΙΔΙΚΗ,10687,11,Fall,40.316333,24.213639,SW,2.5
,10688.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 186,,0.0,0.0,0.0,0.0,"40°18'57.8""N 24°12'48.0""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,50.0,,,0.0,1.0,0,0,Typhoon2,5497,ΧΑΛΚΙΔΙΚΗ,10688,11,Fall,40.316056,24.213333,SW,2.5
,10689.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 187,,0.0,0.0,0.0,0.0,"40°18'56.3""N 24°12'43.4""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,10.0,,,0.0,1.0,0,0,Typhoon2,5498,ΧΑΛΚΙΔΙΚΗ,10689,11,Fall,40.315639,24.212056,SW,2.5
,10690.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 188,,0.0,0.0,0.0,0.0,"40°18'57.5""N 24°12'37.9""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,170.0,,,0.0,1.0,0,0,Typhoon2,5499,ΧΑΛΚΙΔΙΚΗ,10690,11,Fall,40.315972,24.210528,SW,2.5
,10691.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 189,,0.0,0.0,0.0,0.0,"40°18'58.5""N 24°12'31.3""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,25.0,,,0.0,1.0,0,0,Typhoon2,5500,ΧΑΛΚΙΔΙΚΗ,10691,11,Fall,40.31625,24.208694,SW,2.5
,2370.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 190,,0.0,0.0,0.0,0.0,"40°19'01.5""N 24°12'20.4""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,270.0,,,0.0,1.0,0,0,Typhoon2,5501,ΧΑΛΚΙΔΙΚΗ,2370,11,Fall,40.317083,24.205667,SW,2.5
,10693.0,2024-11-26,ΆΘΩΣ ΠΑΡΑΛΊΑ 191 (1),,253.0,186.0,0.0,67.0,"40°19'31.0""N 24°11'21.2""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,,260.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5502,ΧΑΛΚΙΔΙΚΗ,10693,11,Fall,40.325278,24.189222,SW,2.5
583,10694.0,2024-11-27,ΆΘΩΣ ΠΑΡΑΛΊΑ 191 (2),,1068.0,371.0,324.0,373.0,"40°19'31.0""N 24°11'21.2""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,,260.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5503,ΧΑΛΚΙΔΙΚΗ,10694,11,Fall,40.325278,24.189222,SW,2.5
,2467.0,2024-11-27,ΆΘΩΣ ΠΑΡΑΛΊΑ 192,,0.0,0.0,0.0,0.0,"40°19'07.5""N 24°13'30.8""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,260.0,,,0.0,1.0,0,0,Typhoon2,5504,ΧΑΛΚΙΔΙΚΗ,2467,11,Fall,40.31875,24.225222,SW,2.5
584,10696.0,2024-11-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 191 (3),,423.0,69.0,344.0,10.0,"40°19'31.0""N 24°11'21.2""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,4721.0,,260.0,,1.0,0.0,0,0,Typhoon2,5505,ΧΑΛΚΙΔΙΚΗ,10696,11,Fall,40.325278,24.189222,SW,2.5
,2429.0,2024-11-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 193,,0.0,0.0,0.0,0.0,"40°19'05.2""N 24°13'45.5""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,70.0,,,0.0,1.0,0,0,Typhoon2,5506,ΧΑΛΚΙΔΙΚΗ,2429,11,Fall,40.318111,24.229306,SW,2.5
,10698.0,2024-11-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 194,,0.0,0.0,0.0,0.0,"40°19'06.6""N 24°13'41.3""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,70.0,,,0.0,1.0,0,0,Typhoon2,5507,ΧΑΛΚΙΔΙΚΗ,10698,11,Fall,40.3185,24.228139,SW,2.5
,10699.0,2024-11-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 195,,0.0,0.0,0.0,0.0,"40°18'59.7""N 24°14'02.3""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,50.0,,,0.0,1.0,0,0,Typhoon2,5508,ΧΑΛΚΙΔΙΚΗ,10699,11,Fall,40.316583,24.233972,SW,2.5
,2426.0,2024-11-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 196,,0.0,0.0,0.0,0.0," 40°18'15.3""N 24°15'00.3""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,160.0,,,0.0,1.0,0,0,Typhoon2,5509,ΧΑΛΚΙΔΙΚΗ,2426,11,Fall,40.30425,24.250083,SW,2.5
,2427.0,2024-11-28,ΆΘΩΣ ΠΑΡΑΛΊΑ 197,,0.0,0.0,0.0,0.0,"40°18'08.4""N 24°15'01.5""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,80.0,,,0.0,1.0,0,0,Typhoon2,5510,ΧΑΛΚΙΔΙΚΗ,2427,11,Fall,40.302333,24.250417,SW,2.5
585,10702.0,2024-11-29,ΆΘΩΣ ΠΑΡΑΛΊΑ 169 (5),,167.0,0.0,167.0,0.0,"40°21'41.2""N 24°05'53.5""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,15513.0,,460.0,,1.0,0.0,0,0,Typhoon2,5511,ΧΑΛΚΙΔΙΚΗ,10702,11,Fall,40.361444,24.098194,E,1.5
,2494.0,2024-11-29,ΆΘΩΣ ΠΑΡΑΛΊΑ 198,,400.0,122.0,98.0,180.0,"40°21'53.7""N 24°04'47.5""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,2062.0,,130.0,,1.0,0.0,0,0,Typhoon2,5512,ΧΑΛΚΙΔΙΚΗ,2494,11,Fall,40.364917,24.079861,E,1.5
,10704.0,2024-11-29,ΆΘΩΣ ΠΑΡΑΛΊΑ 199,,238.0,70.0,85.0,83.0,"40°21'55.8""N 24°04'20.2""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,5050.0,,175.0,,1.0,0.0,0,0,Typhoon2,5513,ΧΑΛΚΙΔΙΚΗ,10704,11,Fall,40.3655,24.072278,E,1.5
,2495.0,2024-11-29,ΆΘΩΣ ΠΑΡΑΛΊΑ 200,,0.0,0.0,0.0,0.0,"40°21'58.1""N 24°04'16.4""E",ΑΝΑΤΟΛΙΚΗ,Pebbles,,80.0,,,0.0,1.0,0,0,Typhoon2,5514,ΧΑΛΚΙΔΙΚΗ,2495,11,Fall,40.366139,24.071222,E,1.5
586,10705.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 201,,74.0,9.0,65.0,0.0,"40°31'10.1""N 23°52'16.8""E",South,Pebbles,1259.0,,100.0,,1.0,0.0,0,0,Typhoon2,5515,ΧΑΛΚΙΔΙΚΗ,10705,12,Winter,40.519472,23.871333,NE,2.5
,10706.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 202,,0.0,0.0,0.0,0.0,"40°31'13.0""N 23°53'02.9""E",South,Pebbles,,195.0,,,0.0,1.0,0,0,Typhoon2,5516,ΧΑΛΚΙΔΙΚΗ,10706,12,Winter,40.520278,23.884139,NE,2.5
,10707.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 203,,0.0,0.0,0.0,0.0,"40°31'09.9""N 23°52'13.3""E",South,Pebbles,,30.0,,,0.0,1.0,0,0,Typhoon2,5517,ΧΑΛΚΙΔΙΚΗ,10707,12,Winter,40.519417,23.870361,NE,2.5
,10708.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 204,,73.0,9.0,64.0,0.0,"40°31'13.6""N 23°53'29.5""E",South,Pebbles,1706.0,,150.0,,1.0,0.0,0,0,Typhoon2,5518,ΧΑΛΚΙΔΙΚΗ,10708,12,Winter,40.520444,23.891528,NE,2.5
,10709.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 205,,196.0,47.0,35.0,114.0,"40°31'10.9""N 23°51'32.5""E",South,Pebbles,2148.0,,120.0,,1.0,0.0,0,0,Typhoon2,5519,ΧΑΛΚΙΔΙΚΗ,10709,12,Winter,40.519694,23.859028,NE,2.5
,10710.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 206,,0.0,0.0,0.0,0.0,"40°31'09.8""N 23°51'47.0""E",South,Pebbles,,42.0,,,0.0,1.0,0,0,Typhoon2,5520,ΧΑΛΚΙΔΙΚΗ,10710,12,Winter,40.519389,23.863056,NE,2.5
,10711.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 207,,0.0,0.0,0.0,0.0,"40°31'16.3""N 23°53'48.1""E",South,Pebbles,,40.0,,,0.0,1.0,0,0,Typhoon2,5521,ΧΑΛΚΙΔΙΚΗ,10711,12,Winter,40.521194,23.896694,NE,2.5
,10712.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 208,,0.0,0.0,0.0,0.0,"40°31'23.1""N 23°53'59.6""E",South,Pebbles,,30.0,,,0.0,1.0,0,0,Typhoon2,5522,ΧΑΛΚΙΔΙΚΗ,10712,12,Winter,40.523083,23.899889,NE,2.5
,10713.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 209,,0.0,0.0,0.0,0.0,"40°31'24.5""N 23°54'03.7""E",South,Pebbles,,30.0,,,0.0,1.0,0,0,Typhoon2,5523,ΧΑΛΚΙΔΙΚΗ,10713,12,Winter,40.523472,23.901028,NE,2.5
,10714.0,2024-12-03,ΆΘΩΣ ΠΑΡΑΛΊΑ 210 (1),,172.0,4.0,54.0,114.0,"40°31'45.1""N 23°55'40.4""E",South,Pebbles,,,30.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5524,ΧΑΛΚΙΔΙΚΗ,10714,12,Winter,40.529194,23.927889,NE,2.5
587,10715.0,2024-12-04,ΆΘΩΣ ΠΑΡΑΛΊΑ 211 (1),,620.0,169.0,30.0,421.0,"40°24'36.9""N 24°01'36.8""E",South,Pebbles,,,110.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5525,ΧΑΛΚΙΔΙΚΗ,10715,12,Winter,40.41025,24.026889,NE,3.5
,10716.0,2024-12-04,ΆΘΩΣ ΠΑΡΑΛΊΑ 212,,0.0,0.0,0.0,0.0,"40°24'40.2""N 24°01'31.7""E",South,Pebbles,,27.0,,,0.0,1.0,0,0,Typhoon2,5526,ΧΑΛΚΙΔΙΚΗ,10716,12,Winter,40.411167,24.025472,NE,3.5
589,10721.0,2024-12-07,ΆΘΩΣ ΠΑΡΑΛΊΑ 211 (2),,848.0,66.0,769.0,13.0,"40°24'36.9""N 24°01'36.8""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,110.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5527,ΧΑΛΚΙΔΙΚΗ,10721,12,Winter,40.41025,24.026889,SE,1.5
,10722.0,2024-12-07,ΆΘΩΣ ΠΑΡΑΛΊΑ 213,,134.0,18.0,65.0,51.0,"40°24'38.1""N 24°01'32.6""E",ΑΝΑΤΟΛΙΚΗ,Sand,60.0,,360.0,,1.0,0.0,0,0,Typhoon2,5528,ΧΑΛΚΙΔΙΚΗ,10722,12,Winter,40.410583,24.025722,SE,1.5
,10723.0,2024-12-07,ΆΘΩΣ ΠΑΡΑΛΊΑ 214,,0.0,0.0,0.0,0.0,"40°14'00.5""N 24°18'27.2""E",ΑΝΑΤΟΛΙΚΗ,Sand,,40.0,,,0.0,1.0,0,0,Typhoon2,5529,ΧΑΛΚΙΔΙΚΗ,10723,12,Winter,40.233472,24.307556,SE,1.5
590,10724.0,2024-12-08,ΆΘΩΣ ΠΑΡΑΛΊΑ 211 (3),,250.0,0.0,250.0,0.0,"40°24'36.9""N 24°01'36.8""E",ΑΝΑΤΟΛΙΚΗ,Sand,1512.0,,110.0,,1.0,0.0,0,0,Typhoon2,5530,ΧΑΛΚΙΔΙΚΗ,10724,12,Winter,40.41025,24.026889,SE,1.5
,2466.0,2024-12-08,ΆΘΩΣ ΠΑΡΑΛΊΑ 215 (1),,755.0,0.0,431.0,324.0,"40°24'25.8""N 24°01'43.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,215.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5531,ΧΑΛΚΙΔΙΚΗ,2466,12,Winter,40.407167,24.02875,SE,1.5
591,10726.0,2024-12-09,ΆΘΩΣ ΠΑΡΑΛΊΑ 216,,143.0,16.0,94.0,33.0,"40°24'41.3""N 24°01'31.3""E",ΑΝΑΤΟΛΙΚΗ,Sand,392.0,,40.0,,1.0,0.0,0,0,Typhoon2,5532,ΧΑΛΚΙΔΙΚΗ,10726,12,Winter,40.411472,24.025361,SE,1.5
,10727.0,2024-12-09,ΆΘΩΣ ΠΑΡΑΛΊΑ 217 (1),,593.0,169.0,127.0,297.0,"40°24'13.0""N 24°01'54.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,35.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5533,ΧΑΛΚΙΔΙΚΗ,10727,12,Winter,40.403611,24.031861,SE,1.5
,10728.0,2024-12-09,ΆΘΩΣ ΠΑΡΑΛΊΑ 218 (1),,57.0,57.0,0.0,0.0,"40°24'43.1""N 24°01'30.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,70.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5534,ΧΑΛΚΙΔΙΚΗ,10728,12,Winter,40.411972,24.025194,SE,1.5
592,10729.0,2024-12-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 217 (2),,227.0,9.0,184.0,34.0,"40°24'13.0""N 24°01'54.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,446.0,,35.0,,1.0,0.0,0,0,Typhoon2,5535,ΧΑΛΚΙΔΙΚΗ,10729,12,Winter,40.403611,24.031861,SE,1.5
,10730.0,2024-12-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 218 (2),,239.0,0.0,163.0,76.0,"40°24'43.1""N 24°01'30.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,310.0,,70.0,,1.0,0.0,0,0,Typhoon2,5536,ΧΑΛΚΙΔΙΚΗ,10730,12,Winter,40.411972,24.025194,SE,1.5
,2468.0,2024-12-10,ΆΘΩΣ ΠΑΡΑΛΊΑ 219 (1),,1052.0,576.0,0.0,476.0,"40°24'02.1""N 24°01'56.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,650.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5537,ΧΑΛΚΙΔΙΚΗ,2468,12,Winter,40.400583,24.032361,SE,1.5
593,2466.0,2024-12-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 215 (2),,1209.0,38.0,883.0,288.0,"40°24'25.8""N 24°01'43.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,215.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5538,ΧΑΛΚΙΔΙΚΗ,2466,12,Winter,40.407167,24.02875,NE,3.5
,2468.0,2024-12-11,ΆΘΩΣ ΠΑΡΑΛΊΑ 219 (2),,348.0,214.0,64.0,70.0,"40°24'02.1""N 24°01'56.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,650.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5539,ΧΑΛΚΙΔΙΚΗ,2468,12,Winter,40.400583,24.032361,NE,3.5
594,2466.0,2024-12-12,ΆΘΩΣ ΠΑΡΑΛΊΑ 215 (3),,940.0,208.0,434.0,298.0,"40°24'25.8""N 24°01'43.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,215.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5540,ΧΑΛΚΙΔΙΚΗ,2466,12,Winter,40.407167,24.02875,NE,2.5
,2468.0,2024-12-12,ΆΘΩΣ ΠΑΡΑΛΊΑ 219 (3),,312.0,0.0,312.0,0.0,"40°24'02.1""N 24°01'56.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,650.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5541,ΧΑΛΚΙΔΙΚΗ,2468,12,Winter,40.400583,24.032361,NE,2.5
595,2466.0,2024-12-13,ΆΘΩΣ ΠΑΡΑΛΊΑ 215 (4),,155.0,0.0,155.0,0.0,"40°24'25.8""N 24°01'43.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,215.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5542,ΧΑΛΚΙΔΙΚΗ,2466,12,Winter,40.407167,24.02875,NE,2.5
,2474.0,2024-12-13,ΆΘΩΣ ΠΑΡΑΛΊΑ 220 (1),,827.0,418.0,25.0,384.0,"40°23'37.8""N 24°02'31.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,190.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5543,ΧΑΛΚΙΔΙΚΗ,2474,12,Winter,40.393833,24.042139,NE,2.5
,10738.0,2024-12-13,ΆΘΩΣ ΠΑΡΑΛΊΑ 221,,0.0,0.0,0.0,0.0,"40°23'40.9""N 24°02'31.5""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,40.0,,0.0,1.0,0,0,Typhoon2,5544,ΧΑΛΚΙΔΙΚΗ,10738,12,Winter,40.394694,24.042083,NE,2.5
596,2474.0,2024-12-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 220 (2),,257.0,88.0,169.0,0.0,"40°23'37.8""N 24°02'31.7""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,190.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5545,ΧΑΛΚΙΔΙΚΗ,2474,12,Winter,40.393833,24.042139,NE,1.5
,2499.0,2024-12-14,ΆΘΩΣ ΠΑΡΑΛΊΑ 222 (1),,861.0,188.0,33.0,640.0,"40°23'10.1""N 24°02'52.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,130.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5546,ΧΑΛΚΙΔΙΚΗ,2499,12,Winter,40.386139,24.047889,NE,1.5
597,2499.0,2024-12-15,ΆΘΩΣ ΠΑΡΑΛΊΑ 222 (2),,354.0,109.0,35.0,210.0,"40°23'10.1""N 24°02'52.4""E",ΑΝΑΤΟΛΙΚΗ,Sand,,,130.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,5547,ΧΑΛΚΙΔΙΚΗ,2499,12,Winter,40.386139,24.047889,NW,3.5
